"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2016-02-29,96918,"92563","CA","Riverside","Riverside","Murrieta",412,368400,0.00217627856365615,0.0079343365253078,0.0261838440111421,0.0834151224501056,-0.0244557703308346,"2006-07","2006-Q3",484600,-0.239785390012381,"2004-03"
2016-02-29,60776,"07728","NJ","New York","Monmouth","Freehold Township",413,324000,0.0062111801242236,0.0243439772368005,0.0502431118314425,0.00770585024907011,-0.0172296107144748,"2006-04","2006-Q2",387900,-0.164733178654292,"2004-07"
2016-02-29,65816,"19149","PA","Philadelphia","Philadelphia","Philadelphia",414,108100,-0.00551977920883165,-0.0217194570135747,-0.0217194570135747,-0.0151933612611727,-0.0309272135645485,"2006-04","2006-Q2",148600,-0.272543741588156,"2004-12"
2016-02-29,67655,"23320","VA","Virginia Beach","Chesapeake City","Chesapeake",415,228000,0.00529100529100529,0.00884955752212389,0.0164957646009808,0.00561983482351258,-0.00936718120432012,"2007-06","2007-Q2",256700,-0.111803661862096,"2005-07"
2016-02-29,84615,"60613","IL","Chicago","Cook","Chicago",416,192300,0.0015625,-0.00825167612171222,-0.00876288659793814,-0.0129979221036022,-0.0202277510744144,"2005-04","2005-Q2",240000,-0.19875,"2001-09"
2016-02-29,70871,"30093","GA","Atlanta","Gwinnett","Norcross",417,123800,0.0122649223221586,0.0412111017661901,0.143120960295476,0.0804008813020816,-0.0100802072479511,"2007-05","2007-Q2",140600,-0.119487908961593,"2001-07"
2016-02-29,62106,"11420","NY","New York","Queens","New York",418,431200,0.00841908325537886,0.0274005241839409,0.0869674817242249,0.0433868548877043,-0.0024932946883216,"2007-05","2007-Q2",503400,-0.143424711958681,"2006-01"
2016-02-29,74647,"38109","TN","Memphis","Shelby","Memphis",419,44600,0.0045045045045045,0.0136363636363636,0.0276497695852535,-0.021027175183897,-0.0345616192638392,"2007-05","2007-Q2",67600,-0.340236686390533,
2016-02-29,82125,"55124","MN","Minneapolis-St Paul","Dakota","Apple Valley",420,228800,0.00394910048266784,0.018699910952805,0.0371713508612874,0.0374276413668511,-0.0110927792806955,"2006-05","2006-Q2",257200,-0.110419906687403,"2003-11"
2016-02-29,62453,"12180","NY","Albany","Rensselaer","Troy",421,154800,-0.00705580500320718,-0.0158931977113795,0.0144167758846658,-0.00806963802503113,0.00288771640755958,"2008-08","2008-Q3",166600,-0.070828331332533,"2006-06"
2016-02-29,70904,"30127","GA","Atlanta","Cobb","Powder Springs",422,157900,0.00509229789942712,0.0180528691166989,0.0533689126084056,0.047336434184631,-0.00753146196958543,"2006-11","2006-Q4",173100,-0.0878105141536684,"2004-02"
2016-02-29,96589,"92020","CA","San Diego","San Diego","El Cajon",423,448700,0.00133898683329614,0.0169990933816863,0.0582547169811321,0.0690772031124935,-0.00955194304608342,"2005-05","2005-Q2",500300,-0.103138117129722,"2004-07"
2016-02-29,97952,"95051","CA","San Jose","Santa Clara","Santa Clara",424,1040500,0.00735792429083164,0.0281620553359684,0.156882366021792,0.126802534195622,0.039796711576096,"2016-02","2016-Q1",1040500,0,"2016-02"
2016-02-29,84642,"60643","IL","Chicago","Cook","Chicago",425,136600,0.00811808118081181,0.0348484848484849,0.106072874493927,0.00475221887613331,-0.0175743930760317,"2008-03","2008-Q1",172300,-0.207196749854904,"2004-07"
2016-02-29,61630,"10016","NY","New York","New York","New York",426,1025300,-0.0031113271754983,-0.0314566408464009,0.0523452735297136,0.0887853480998533,0.0415373058887507,"2015-08","2015-Q3",1126700,-0.0899973373568829,"2015-06"
2016-02-29,79044,"48185","MI","Detroit","Wayne","Westland",427,115600,-0.00172711571675302,0.00784655623365301,0.0674053554939981,0.0802071749109523,-0.027958190034409,"2005-07","2005-Q3",157000,-0.263694267515924,"1998-10"
2016-02-29,72581,"33414","FL","Miami-Fort Lauderdale","Palm Beach","Wellington",428,326300,0.00276582667486171,0.0108426270136307,0.0421590546151389,0.0762216563668749,-0.0252753492770247,"2006-03","2006-Q1",421600,-0.226043643263757,"2004-12"
2016-02-29,96898,"92530","CA","Riverside","Riverside","Lake Elsinore",429,273100,0.000732869182850861,0.00700589970501475,0.0536265432098765,0.110509648095867,-0.0346564695088774,"2006-04","2006-Q2",392300,-0.303849095080296,"2004-04"
2016-02-29,71895,"32244","FL","Jacksonville","Duval","Jacksonville",430,120100,0.00502092050209205,0.0126475548060708,0.0938069216757741,0.0442952597471438,-0.0249985324922886,"2006-11","2006-Q4",165800,-0.275633293124246,"2004-08"
2016-02-29,66597,"20744","MD","Washington","Prince Georges","Fort Washington",431,264800,-0.00413689356901091,0.00341038272072755,0.0118456247611769,0.041676982122079,-0.0293254027629982,"2006-08","2006-Q3",376100,-0.295931932996543,"2004-12"
2016-02-29,72363,"33025","FL","Miami-Fort Lauderdale","Broward","Miramar",432,182200,0.00607399226946438,0.0253235790658413,0.102905569007264,0.120618896401814,-0.0275413196649156,"2006-09","2006-Q3",267300,-0.318368873924429,"2005-03"
2016-02-29,76471,"43026","OH","Columbus","Franklin","Hilliard",433,178200,0.00168634064080944,0.0125,0.0396732788798133,0.0269673117377369,0.00657267427798236,"2016-02","2016-Q1",178200,0,"2016-02"
2016-02-29,90642,"75040","TX","Dallas-Fort Worth","Dallas","Garland",434,138000,0.0117302052785924,0.0260223048327138,0.151919866444073,0.0726117849048649,0.0196475393130255,"2016-02","2016-Q1",138000,0,"2016-02"
2016-02-29,61245,"08901","NJ","New York","Middlesex","New Brunswick",435,265300,0,0.0125954198473282,0.03149300155521,0.0212700256148874,-0.0155457290890523,"2006-04","2006-Q2",313100,-0.152666879591185,"2004-12"
2016-02-29,65772,"19104","PA","Philadelphia","Philadelphia","Philadelphia",436,97100,0.00103092783505155,-0.0201816347124117,-0.0338308457711443,0.0137302089422728,0.047241347376517,"2015-06","2015-Q2",103800,-0.0645472061657033,"2014-12"
2016-02-29,60592,"07083","NJ","New York","Union","Union",437,282400,0.00319715808170515,0.0158273381294964,0.0397643593519882,-0.00467864954146202,-0.027650176879192,"2006-07","2006-Q3",384800,-0.266112266112266,"2003-11"
2016-02-29,92343,"78247","TX","San Antonio","Bexar","San Antonio",438,159800,0.00566393958464443,0.00883838383838384,0.0582781456953642,0.0317195310873712,0.0196828200182517,"2016-02","2016-Q1",159800,0,"2016-02"
2016-02-29,99252,"97402","OR","Eugene","Lane","Eugene",439,191300,0.00525486074619023,0.0208110992529349,0.0795711060948081,0.0295226196870328,0.000945832209810371,"2007-09","2007-Q3",206500,-0.0736077481840194,"2006-03"
2016-02-29,70909,"30135","GA","Atlanta","Douglas","Douglasville",440,137300,0.00365497076023392,0.0117907148120855,0.0577812018489985,0.0543043181396872,-0.015858604600142,"2006-07","2006-Q3",163200,-0.158700980392157,"2002-03"
2016-02-29,95043,"85705","AZ","Tucson","Pima","Tucson",441,112700,0,0.00625,0.0733333333333333,0.0195526468969636,-0.0350389048801824,"2006-05","2006-Q2",166000,-0.321084337349398,"2004-08"
2016-02-29,95044,"85706","AZ","Tucson","Pima","Tucson",442,105300,0.00477099236641221,0.0173913043478261,0.0934579439252336,0.0536139288492521,-0.0305455842831429,"2006-10","2006-Q4",152600,-0.309960681520315,"2004-11"
2016-02-29,98312,"95616","CA","Sacramento","Yolo","Davis",443,612200,-0.00179357573781184,0.00608052588331964,0.0436413228775997,0.0601258409109944,0.00101842228434612,"2006-04","2006-Q2",618200,-0.00970559689420899,"2006-03"
2016-02-29,58565,"01960","MA","Boston","Essex","Peabody",444,364600,0.00496141124586549,0.0172991071428571,0.0710928319623972,0.0478619427258691,-0.000791931897114684,"2005-05","2005-Q2",372300,-0.0206822455009401,"2005-02"
2016-02-29,63414,"14094","NY","Buffalo","Niagara","Town of Lockport",445,120400,0.0100671140939597,0.0220713073005093,0.0542907180385289,0.0311105562579319,0.024193027592819,"2016-02","2016-Q1",120400,0,"2016-02"
2016-02-29,65031,"17331","PA","York","York","Hanover",446,154500,0.000647668393782384,0.00324675324675325,0.0404040404040404,-0.0118635330184069,-0.0190152322158148,"2007-05","2007-Q2",206100,-0.250363901018923,"2004-10"
2016-02-29,60643,"07306","NJ","New York","Hudson","Jersey City",447,319700,0.00439836632108074,0.0210795273075695,0.132483173928445,0.0541510720444212,0.00295648859307951,"2007-05","2007-Q2",341900,-0.064931266452179,"2006-05"
2016-02-29,97993,"95125","CA","San Jose","Santa Clara","San Jose",448,1101400,0.0046520113107726,0.0176476023283748,0.122503057480636,0.0980107926826652,0.0313730117484321,"2016-02","2016-Q1",1101400,0,"2016-02"
2016-02-29,66828,"21218","MD","Baltimore","Baltimore City","Baltimore",449,106500,-0.00374181478016838,-0.00187441424554827,0.0133206470028544,-0.00572204425840916,-0.00139764657847807,"2008-04","2008-Q2",132600,-0.19683257918552,"2006-02"
2016-02-29,96625,"92071","CA","San Diego","San Diego","Santee",450,437100,0.00737497119151878,0.0238931834153197,0.0736919675755343,0.0705131757022828,-0.00608290560640756,"2006-01","2006-Q1",465300,-0.0606060606060606,"2004-08"
2016-02-29,70835,"30052","GA","Atlanta","Walton","Loganville",451,175000,0.00632547441058079,0.0251903925014646,0.0978670012547051,0.0831135533985405,0.00373264185642075,"2006-12","2006-Q4",177300,-0.0129723632261703,"2006-09"
2016-02-29,96958,"92626","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Costa Mesa",452,704600,0.006715245035005,0.0211594202898551,0.0860049321824908,0.066570035868329,-0.00618507921953604,"2006-05","2006-Q2",763700,-0.0773864082755008,"2005-10"
2016-02-29,98950,"96819","HI","Urban Honolulu, HI","Honolulu","Honolulu",453,750000,0.00106780565936999,0.00603621730382294,0.0115996762881036,0.0404207073657417,0.0176205314905595,"2016-02","2016-Q1",750000,0,"2016-02"
2016-02-29,70482,"29445","SC","Charleston","Berkeley","Goose Creek",454,152700,0.00592885375494071,0.0159680638722555,0.0596807772380291,0.0255546200690746,0.00333475021763796,"2006-09","2006-Q3",153900,-0.00779727095516569,"2006-08"
2016-02-29,77007,"44107","OH","Cleveland","Cuyahoga","Lakewood",455,138400,0.00581395348837209,0.0154071900220103,0.0745341614906832,0.0370174306382729,0.00249042243736741,"2016-02","2016-Q1",138400,0,"2016-02"
2016-02-29,81782,"54601","WI","La Crosse","La Crosse","La Crosse",456,130300,0,0.0046260601387818,0.0292259083728278,0.0154240121324045,0.0104797900122717,"2016-02","2016-Q1",130300,0,"2016-02"
2016-02-29,96229,"90745","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Carson",457,411400,0.00365942912905587,0.00194836824159766,0.0140497904855805,0.0620266089494088,-0.0189023937144264,"2006-09","2006-Q3",528800,-0.222012102874433,"2005-01"
2016-02-29,90779,"75227","TX","Dallas-Fort Worth","Dallas","Dallas",458,94600,0.012847965738758,0.0350109409190372,0.160736196319018,0.0704717593341271,0.000956385726790243,"2007-06","2007-Q2",95900,-0.013555787278415,"2007-04"
2016-02-29,97746,"94539","CA","San Francisco","Alameda","Fremont",459,1372300,0.00512707829781001,0.0199940538129924,0.118692426836227,0.0992502921685785,0.0410464343186805,"2016-02","2016-Q1",1372300,0,"2016-02"
2016-02-29,96670,"92129","CA","San Diego","San Diego","San Diego",460,693600,0.00419863906182134,0.0194003527336861,0.0452079566003617,0.056476141658486,0.00813818087022944,"2016-02","2016-Q1",693600,0,"2016-02"
2016-02-29,91470,"76549","TX","Killeen","Bell","Killeen",461,107600,0.00186219739292365,0.00560747663551402,0.0326295585412668,0.0018691719272419,-0.0103519017172221,"2006-10","2006-Q4",126400,-0.14873417721519,"2004-02"
2016-02-29,96504,"91764","CA","Riverside","San Bernardino","Ontario",462,332200,0.00727713765918739,0.023728813559322,0.0782213567023694,0.103956694482066,-0.0182785403130056,"2006-06","2006-Q2",409000,-0.187775061124694,"2005-03"
2016-02-29,98153,"95376","CA","Stockton","San Joaquin","Tracy",463,356500,0.00535815002820079,0.0200286123032904,0.105426356589147,0.143925204977169,-0.0314251253363388,"2005-12","2005-Q4",495100,-0.279943445768532,"2004-06"
2016-02-29,65132,"17602","PA","Lancaster","Lancaster","Lancaster Township",464,133800,-0.00223713646532438,-0.00594353640416048,0.0167173252279635,0.00531540964143185,0.00389376438874289,"2007-10","2007-Q4",139200,-0.0387931034482759,"2007-05"
2016-02-29,65742,"19067","PA","Philadelphia","Bucks","Lower Makefield",465,338100,-0.00177147918511957,-0.00383028874484384,-0.0102459016393443,0.00547170719575885,-0.0100406613523562,"2006-08","2006-Q3",379500,-0.109090909090909,"2005-01"
2016-02-29,72203,"32771","FL","Orlando","Seminole","Sanford",466,163500,0.00553505535055351,0.015527950310559,0.0792079207920792,0.0690356110183148,-0.0352157835095704,"2006-08","2006-Q3",248100,-0.3409915356711,"2005-01"
2016-02-29,77402,"45013","OH","Cincinnati","Butler","Hamilton",467,125800,0.00318979266347687,0.00801282051282051,0.0413907284768212,0.0190019870660214,-0.00335536227337951,"2007-03","2007-Q1",132700,-0.0519969856819894,"2004-09"
2016-02-29,66142,"20019","DC","Washington","District of Columbia","Washington",468,241000,0.010482180293501,0.0330047149592799,0.0621419127368885,0.0591652491776136,0.0109652494532455,"2007-10","2007-Q4",244900,-0.0159248672927726,"2007-07"
2016-02-29,95843,"89147","NV","Las Vegas","Clark","Las Vegas",469,208500,0.00530376084860174,0.0270935960591133,0.116764863417247,0.096569245117931,-0.0387318773120685,"2006-04","2006-Q2",310700,-0.328934663662697,"2004-03"
2016-02-29,96653,"92111","CA","San Diego","San Diego","San Diego",470,506900,0.00376237623762376,0.0125848981222533,0.0368173450603395,0.0636674051621056,-0.00272072602524787,"2005-10","2005-Q4",529600,-0.0428625377643505,"2004-08"
2016-02-29,85954,"63136","MO","St. Louis","Saint Louis","Jennings",471,49500,-0.0198019801980198,-0.0388349514563107,0,-0.0371008507607615,-0.0474650230850994,"2007-06","2007-Q2",88800,-0.442567567567568,"1997-08"
2016-02-29,99048,"97045","OR","Portland","Clackamas","Oregon City",472,322200,0.0043640897755611,0.0176879343019583,0.104559478916695,0.0633480476215955,0.0128425336323825,"2016-02","2016-Q1",322200,0,"2016-02"
2016-02-29,92125,"77845","TX","College Station","Brazos","College Station",473,212600,0.00188501413760603,0.0123809523809524,0.103842159916926,0.0274253364677817,0.022133304753708,"2016-02","2016-Q1",212600,0,"2016-02"
2016-02-29,67730,"23462","VA","Virginia Beach","Virginia Beach City","Virginia Beach",474,189100,0.00158898305084746,0.00799573560767591,0.0277173913043478,0.00352723596438698,-0.00593584088356502,"2007-08","2007-Q3",213100,-0.11262318160488,"2005-09"
2016-02-29,77664,"45424","OH","Dayton","Montgomery","Huber Heights",475,98200,-0.00304568527918782,0.00101936799184506,0.0123711340206186,-0.00402427547165052,-0.0166051562772477,"2006-08","2006-Q3",117500,-0.164255319148936,"2000-12"
2016-02-29,97265,"93436","CA","Santa Maria-Santa Barbara, CA","Santa Barbara","Lompoc",476,285000,0.00706713780918728,0.026657060518732,0.0957324106113033,0.0669728624323127,-0.0410286839793308,"2005-07","2005-Q3",445000,-0.359550561797753,"2003-07"
2016-02-29,96370,"91344","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",477,563300,0.00481626828398145,0.0178894109143477,0.0686776702712958,0.0682635124123052,-0.0102291899121735,"2006-03","2006-Q1",624800,-0.0984314980793854,"2005-07"
2016-02-29,96743,"92234","CA","Riverside","Riverside","Cathedral City",478,247400,0.00121408336705787,0.0118609406952965,0.0622584800343495,0.0902618880945636,-0.0371354546950189,"2006-05","2006-Q2",369300,-0.330083942594097,"2004-07"
2016-02-29,67189,"22204","VA","Washington","Arlington","Arlington",479,460600,-0.00324605063838996,0.00130434782608696,0.00414214083278831,0.0354344104193345,0.00195307925216492,"2015-12","2015-Q4",462300,-0.0036772658446896,"2015-12"
2016-02-29,79398,"48823","MI","Lansing","Ingham","East Lansing",480,176200,0.00113636363636364,0.00628212450028555,0.0310122878876536,0.0291774787824464,-0.0117964183262315,"2006-01","2006-Q1",199400,-0.116349047141424,"2002-08"
2016-02-29,96671,"92130","CA","San Diego","San Diego","San Diego",481,950800,0.00390666244324781,0.00592467202708421,0.0325803649000869,0.0459257216449707,0.00915283543148626,"2016-02","2016-Q1",950800,0,"2016-02"
2016-02-29,96915,"92557","CA","Riverside","Riverside","Moreno Valley",482,280500,0.00214362272240086,0.00754310344827586,0.0576923076923077,0.106124194678888,-0.0322711424676425,"2006-08","2006-Q3",396400,-0.292381432896065,"2004-07"
2016-02-29,99961,"98682","WA","Portland","Clark","Vancouver",483,243300,0.00661977658254034,0.0244210526315789,0.111974405850091,0.0735755605376107,0.00607570731221552,"2016-02","2016-Q1",243300,0,"2016-02"
2016-02-29,98451,"95843","CA","Sacramento","Sacramento","North Highlands",484,283600,0.00318358684117439,0.0110516934046346,0.0714015867019267,0.0918073333854501,-0.0299288603138163,"2005-11","2005-Q4",390900,-0.274494755691993,"2004-03"
2016-02-29,67181,"22192","VA","Washington","Prince William","Woodbridge",485,307400,0.000651041666666667,0.00293637846655791,0.0246666666666667,0.0327928548602416,-0.0281764067154464,"2005-12","2005-Q4",411400,-0.252795333009237,"2004-07"
2016-02-29,72261,"32837","FL","Orlando","Orange","Hunters Creek",486,208800,0.00240038406144983,0.0126091173617847,0.069672131147541,0.0912988786047568,-0.0318818303446874,"2006-05","2006-Q2",293100,-0.287615148413511,"2005-03"
2016-02-29,90701,"75115","TX","Dallas-Fort Worth","Dallas","Desoto",487,159300,0.00314861460957179,0.0178913738019169,0.113207547169811,0.0726167725905638,0.00813663733419312,"2016-02","2016-Q1",159300,0,"2016-02"
2016-02-29,92477,"78504","TX","McAllen","Hidalgo","McAllen",488,138500,-0.000721500721500722,0.00289645184648805,0.0259259259259259,0.00647779783142965,0.00902425687381125,"2010-08","2010-Q3",144600,-0.0421853388658368,"2010-03"
2016-02-29,76597,"43230","OH","Columbus","Franklin","Gahanna",489,166400,-0.0017996400719856,0.0054380664652568,0.0271604938271605,0.0226101008160122,0.00206656516649306,"2016-01","2016-Q1",166700,-0.0017996400719856,"2015-12"
2016-02-29,97116,"93063","CA","Ventura","Ventura","Simi Valley",490,515900,0.00526110678098207,0.0236111111111111,0.0730033277870216,0.0566826312219089,-0.0117113393688832,"2006-06","2006-Q2",590700,-0.126629422718808,"2005-01"
